visitorid,ses_rec,ses_rec_avg,ses_rec_sd,ses_rec_cv,user_rec,ses_n,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,target_class
388890,12,0,0,-1,12,3,5,1.6666666,0,0,0,0,1
388893,27,3.875,4.72857,1.2202761,62,9,49,5.4444447,1,0.11111111,18240,2026.6666,1
389026,23,0,0,-1,23,2,3,1.5,0,0,0,0,1
389103,4,0,0,-1,4,2,3,1.5,0,0,0,0,1
389613,24,0,0,-1,24,2,2,1,0,0,0,0,1
389813,30,19,0,0,50,2,11,5.5,0,0,0,0,1
389890,27,16,16,1,60,3,3,1,0,0,0,0,1
389914,20,6,5,0.8333333,33,3,7,2.3333333,0,0,0,0,1
390668,19,2,0,0,22,2,3,1.5,0,0,0,0,1
390683,11,0,0,-1,11,2,2,1,0,0,0,0,1
390888,3,42,0,0,46,2,9,4.5,1,0.5,13440,6720,1
391188,15,2,0,0,18,2,2,1,0,0,0,0,1
391367,1,41.5,23.5,0.56626505,85,3,3,1,0,0,0,0,1
391642,23,2,0,0,26,2,9,4.5,0,0,0,0,1
392092,5,44,0,0,49,2,2,1,0,0,0,0,1
392216,5,6,0,0,12,2,3,1.5,0,0,0,0,1
392666,26,10,0,0,36,2,4,2,0,0,0,0,1
392763,3,1,0,0,5,2,2,1,0,0,0,0,1
392956,27,34.5,28.5,0.82608694,98,3,3,1,0,0,0,0,1
393164,21,0,0,-1,21,2,2,1,0,0,0,0,1
393702,22,0,0,-1,22,2,3,1.5,0,0,0,0,1
393718,22,0,0,-1,22,2,2,1,0,0,0,0,1
393932,22,0,0,-1,22,2,2,1,0,0,0,0,1
393964,1,0.8,1.1661904,1.4577379,6,6,6,1,0,0,0,0,0
394049,15,0.6896552,2.1107843,3.0606372,78,59,76,1.2881356,0,0,0,0,0
394067,31,3.5,3.5,1,39,3,4,1.3333334,0,0,0,0,1
394159,21,0.33333334,0.47140452,1.4142135,23,4,11,2.75,0,0,0,0,1
394466,21,7,0,0,29,2,3,1.5,0,0,0,0,1
394494,30,56,0,0,87,2,2,1,0,0,0,0,1
395155,28,12,0,0,40,2,3,1.5,0,0,0,0,1
395200,1,0,0,-1,1,2,2,1,0,0,0,0,1
395306,10,0,0,-1,10,2,5,2.5,0,0,0,0,1
395528,13,1.3333334,1.6996732,1.2747549,32,10,13,1.3,0,0,0,0,0
395580,9,0,0,-1,10,2,2,1,0,0,0,0,1
395742,15,3,0,0,18,2,4,2,0,0,0,0,1
396150,20,14.5,12.5,0.86206895,50,3,6,2,0,0,0,0,1
396158,17,18.75,17.383541,0.9271222,94,5,6,1.2,0,0,0,0,1
396372,24,23,0,0,48,2,3,1.5,0,0,0,0,1
396525,7,2,0,0,10,2,2,1,0,0,0,0,1
396546,19,43,0,0,63,2,2,1,0,0,0,0,1
396733,17,6.3333335,2.0548046,0.32444283,37,4,4,1,0,0,0,0,1
397005,18,5.5,5.5,1,30,3,7,2.3333333,0,0,0,0,1
397194,28,56,0,0,84,2,2,1,0,0,0,0,1
397224,4,0,0,-1,4,2,37,18.5,0,0,0,0,1
397315,8,1.5,0.5,0.33333334,12,3,3,1,0,0,0,0,1
397907,27,6.5,5.5,0.84615386,41,3,3,1,0,0,0,0,1
397932,6,4,0,0,10,2,2,1,0,0,0,0,1
398329,2,0,0,-1,3,6,25,4.1666665,0,0,0,0,1
398385,16,71,0,0,88,2,8,4,0,0,0,0,1
398412,4,0,0,-1,4,2,4,2,0,0,0,0,1
398876,26,0,0,-1,26,2,2,1,0,0,0,0,1
398925,6,14.666667,20.741798,1.4142135,51,4,9,2.25,0,0,0,0,1
399115,11,18,1,0.055555556,48,3,6,2,0,0,0,0,1
399778,14,0,0,-1,14,2,10,5,0,0,0,0,1
399822,21,0,0,-1,21,2,3,1.5,2,1,25440,12720,1
399887,22,0.8,1.6,2,27,6,19,3.1666667,0,0,0,0,0
399892,1,0.5,0.5,1,3,3,3,1,0,0,0,0,1
400583,22,0,0,-1,22,2,3,1.5,0,0,0,0,1
401379,23,0,0,-1,23,2,4,2,0,0,0,0,1
401539,28,5,0,0,34,2,2,1,0,0,0,0,1
401791,3,0,0,-1,4,2,2,1,0,0,0,0,1
401981,15,0,0,-1,15,3,7,2.3333333,0,0,0,0,1
402187,7,5,0,0,12,2,2,1,0,0,0,0,1
402481,0,0,0,-1,0,2,3,1.5,0,0,0,0,1
402548,27,8.333333,9.104334,1.09252,53,4,4,1,0,0,0,0,1
402611,26,0,0,-1,26,2,2,1,0,0,0,0,1
402713,23,0,0,-1,23,2,2,1,0,0,0,0,1
402932,15,16,14.236104,0.8897565,64,4,6,1.5,0,0,0,0,1
403452,5,34,0,0,39,2,2,1,0,0,0,0,0
403916,0,40,29,0.725,81,3,3,1,0,0,0,0,1
404161,31,61,0,0,92,2,2,1,0,0,0,0,1
404505,2,2,0,0,5,2,2,1,0,0,0,0,1
404956,30,0,0,-1,30,2,3,1.5,0,0,0,0,1
405077,31,0,0,-1,31,2,2,1,0,0,0,0,1
405213,16,1,0,0,17,2,2,1,0,0,0,0,1
405484,29,0,0,-1,29,3,4,1.3333334,0,0,0,0,1
405778,17,0.7222222,2.5123153,3.4785905,34,19,36,1.8947369,0,0,0,0,1
405917,4,7.5,1.5,0.2,20,3,3,1,0,0,0,0,0
405941,23,0,0,-1,24,3,6,2,0,0,0,0,1
405963,28,0,0,-1,28,2,2,1,0,0,0,0,1
405965,22,30,30,1,82,3,4,1.3333334,0,0,0,0,1
406115,22,1.4615384,5.032439,3.4432478,70,27,72,2.6666667,0,0,0,0,0
406284,27,0,0,-1,27,2,2,1,0,0,0,0,1
406378,9,14,0,0,24,2,19,9.5,0,0,0,0,1
406425,19,11,12.806249,1.1642044,76,6,11,1.8333334,0,0,0,0,1
406431,21,0,0,-1,21,2,2,1,0,0,0,0,1
406435,22,0,0,-1,23,2,7,3.5,0,0,0,0,1
406445,17,15,0,0,33,2,2,1,0,0,0,0,1
406488,10,9.75,9.73075,0.99802566,91,9,11,1.2222222,0,0,0,0,1
406762,0,18.4,17.234848,0.93667656,94,6,6,1,0,0,0,0,1
406805,18,1.4,2.3323808,1.6659863,27,6,50,8.333333,0,0,0,0,1
407217,27,23.5,2.5,0.10638298,75,3,3,1,0,0,0,0,0
407596,24,13.8,23.14649,1.6772819,96,6,6,1,0,0,0,0,1
408057,24,6,6,1,36,3,3,1,0,0,0,0,0
408087,18,0,0,-1,18,2,3,1.5,0,0,0,0,1
408313,22,69,0,0,92,2,2,1,0,0,0,0,1
408489,7,7,3,0.42857143,21,3,3,1,0,0,0,0,0
409162,31,43,0,0,75,2,2,1,0,0,0,0,1
409476,22,36,0,0,59,2,2,1,0,0,0,0,1
409537,27,0,0,-1,27,2,2,1,0,0,0,0,1
409555,12,5,0,0,18,2,2,1,0,0,0,0,1
409894,5,0,0,-1,5,2,2,1,0,0,0,0,1
410039,13,0,0,-1,13,2,4,2,0,0,0,0,1
410229,25,0,0,-1,25,2,3,1.5,0,0,0,0,1
410544,28,59,0,0,87,2,2,1,0,0,0,0,1
410752,23,0,0,-1,23,3,3,1,0,0,0,0,1
411258,20,0,0,-1,20,2,2,1,0,0,0,0,1
411457,10,0,0,-1,10,3,17,5.6666665,0,0,0,0,1
411878,18,0,0,-1,18,3,5,1.6666666,0,0,0,0,1
411908,4,15,0,0,19,2,6,3,0,0,0,0,1
411955,28,0,0,-1,29,2,2,1,0,0,0,0,1
411986,0,41,38,0.9268293,84,3,5,1.6666666,0,0,0,0,1
412130,28,0,0,-1,28,2,2,1,0,0,0,0,1
412186,12,54,0,0,66,2,4,2,0,0,0,0,1
412382,25,0,0,-1,25,2,2,1,0,0,0,0,1
412469,30,0,0,-1,31,2,2,1,0,0,0,0,1
412598,12,5.571429,6.2417293,1.1203104,96,15,39,2.6,0,0,0,0,0
412826,5,11.25,11.121489,0.9885767,52,5,6,1.2,0,0,0,0,1
412978,17,54,0,0,72,2,2,1,0,0,0,0,1
413195,23,0,0,-1,23,2,3,1.5,0,0,0,0,1
413375,18,0,0,-1,18,2,6,3,0,0,0,0,1
413394,18,0,0,-1,19,2,2,1,0,0,0,0,1
413443,11,1,0,0,12,2,3,1.5,0,0,0,0,1
413739,22,0.4,0.8,2,26,6,47,7.8333335,0,0,0,0,1
413810,10,41,0,0,51,2,2,1,0,0,0,0,1
413867,13,5,2,0.4,23,3,4,1.3333334,0,0,0,0,1
414249,24,0.5,0.5,1,25,3,42,14,1,0.33333334,35880,11960,1
414255,2,0.6666667,0.94280905,1.4142135,6,4,8,2,0,0,0,0,1
414756,24,0,0,-1,24,2,4,2,0,0,0,0,1
414838,20,4,0,0,24,2,2,1,0,0,0,0,1
415036,11,10.5,10.5,1,33,3,3,1,0,0,0,0,1
415042,29,0,0,-1,29,2,2,1,0,0,0,0,1
415080,21,1.8,2.4,1.3333334,32,6,9,1.5,1,0.16666667,104280,17380,1
415189,3,5,0,0,8,2,2,1,0,0,0,0,1
415323,1,0,0,-1,1,2,2,1,0,0,0,0,1
415587,1,9,0,0,10,2,2,1,0,0,0,0,1
416496,17,0.47524753,1.3245142,2.7869985,90,102,577,5.6568627,11,0.10784314,209040,2049.4119,1
416747,12,12,0,0,25,2,2,1,0,0,0,0,1
416789,4,3.5,3.5,1,12,3,3,1,0,0,0,0,1
417083,27,18,0,0,46,2,2,1,0,0,0,0,1
417193,16,0,0,-1,17,3,7,2.3333333,0,0,0,0,1
417219,0,4,0,0,4,2,9,4.5,0,0,0,0,1
417220,12,4.8125,9.375625,1.9481819,96,17,32,1.882353,0,0,0,0,0
417373,21,0,0,-1,21,2,6,3,0,0,0,0,1
417477,15,0.6,1.2,2,20,6,7,1.1666666,0,0,0,0,0
418281,0,2,0,0,2,2,2,1,0,0,0,0,1
418307,25,0,0,-1,25,2,4,2,1,0.5,166920,83460,1
418496,5,32.5,30.5,0.93846154,71,3,3,1,0,0,0,0,1
418923,0,0,0,-1,0,2,2,1,0,0,0,0,1
418980,4,0,0,-1,4,2,2,1,0,0,0,0,1
419029,0,30,29,0.96666664,61,3,5,1.6666666,0,0,0,0,0
419229,21,0,0,-1,21,2,3,1.5,0,0,0,0,1
419789,24,2,0,0,26,2,2,1,0,0,0,0,1
420099,27,11,0,0,38,2,3,1.5,0,0,0,0,1
420217,20,0,0,-1,21,2,2,1,0,0,0,0,1
420934,0,9,0,0,9,2,3,1.5,0,0,0,0,1
421111,13,3,0,0,17,2,4,2,0,0,0,0,1
421363,13,24,0,0,38,2,2,1,0,0,0,0,1
421365,20,2.3333333,3.2998316,1.4142135,28,4,8,2,0,0,0,0,1
421449,0,2,0,0,3,2,2,1,0,0,0,0,1
422007,13,12,0,0,26,2,7,3.5,0,0,0,0,1
422023,30,41,0,0,72,2,2,1,0,0,0,0,1
422304,31,0,0,-1,32,2,3,1.5,0,0,0,0,1
422512,19,22,0,0,41,2,2,1,0,0,0,0,1
422947,12,22.333334,21.822515,0.9771276,81,4,6,1.5,0,0,0,0,1
423517,2,8.666667,7.039571,0.8122582,30,4,4,1,0,0,0,0,1
423700,29,41,0,0,70,2,2,1,0,0,0,0,1
424478,2,0,0,-1,4,3,3,1,0,0,0,0,1
424502,9,8,0,0,18,2,3,1.5,0,0,0,0,1
424561,25,0,0,-1,25,2,3,1.5,0,0,0,0,1
424863,31,12.8,13.876599,1.0841093,98,6,8,1.3333334,0,0,0,0,1
425401,3,38,0,0,42,2,6,3,0,0,0,0,1
426246,22,15,0,0,38,2,3,1.5,0,0,0,0,1
426651,14,0,0,-1,14,2,3,1.5,0,0,0,0,1
426746,14,30,0,0,45,2,3,1.5,0,0,0,0,1
427109,5,4.571429,7.687785,1.681703,41,8,8,1,0,0,0,0,0
427200,10,5.8,6.7052217,1.1560727,41,6,7,1.1666666,0,0,0,0,1
427424,14,1,0,0,15,2,2,1,0,0,0,0,1
427876,13,40,0,0,54,2,2,1,0,0,0,0,0
427944,20,0,0,-1,22,7,9,1.2857143,0,0,0,0,1
428064,2,0,0,-1,2,2,5,2.5,0,0,0,0,1
428136,24,0,0,-1,24,2,3,1.5,0,0,0,0,1
428169,29,5,0,0,34,2,8,4,0,0,0,0,1
428418,1,0,0,-1,1,2,2,1,0,0,0,0,1
428622,16,28,11,0.39285713,73,3,3,1,0,0,0,0,1
429499,11,47,0,0,59,2,2,1,0,0,0,0,1
429746,25,14,0,0,39,2,2,1,0,0,0,0,1
429914,11,0,0,-1,12,2,2,1,0,0,0,0,1
430193,4,0,0,-1,4,2,6,3,0,0,0,0,1
430505,14,0,0,-1,14,2,4,2,0,0,0,0,1
430694,23,0,0,-1,23,2,4,2,0,0,0,0,1
430732,7,0,0,-1,7,2,9,4.5,0,0,0,0,1
430863,20,38,0,0,58,2,2,1,0,0,0,0,1
431021,11,8,0,0,20,2,2,1,0,0,0,0,1
431183,1,2,0,0,4,2,2,1,0,0,0,0,1
431333,14,10,0,0,24,2,4,2,0,0,0,0,1
431439,24,0,0,-1,24,2,2,1,0,0,0,0,1
431471,15,1,0,0,17,2,2,1,0,0,0,0,1
431478,3,25,0,0,29,2,2,1,0,0,0,0,1
431547,21,0,0,-1,21,2,2,1,0,0,0,0,1
432113,24,2,0,0,26,2,2,1,0,0,0,0,1
432421,13,47,0,0,61,2,4,2,0,0,0,0,1
432855,19,0,0,-1,19,2,2,1,0,0,0,0,1
433298,7,1.75,3.0310888,1.7320508,15,5,130,26,0,0,0,0,1
433651,16,26,0,0,42,2,5,2.5,0,0,0,0,1
433863,17,0,0,-1,17,2,2,1,0,0,0,0,1
434602,2,11.5,11.5,1,26,3,3,1,0,0,0,0,1
435275,12,15,15.066519,1.0044346,74,5,9,1.8,0,0,0,0,1
435364,21,0,0,-1,21,2,2,1,0,0,0,0,1
435399,24,0,0,-1,24,2,9,4.5,0,0,0,0,1
435551,3,5,3.2403703,0.6480741,25,5,6,1.2,0,0,0,0,1
435561,22,0,0,-1,23,2,3,1.5,0,0,0,0,1
435766,5,0,0,-1,5,2,2,1,0,0,0,0,1
435847,7,34.5,27.5,0.79710144,77,3,4,1.3333334,0,0,0,0,1
436610,13,30.5,25.5,0.8360656,76,3,3,1,0,0,0,0,0
436752,12,21,0,0,33,2,2,1,0,0,0,0,1
436774,4,4.611111,3.8892858,0.84345955,97,19,22,1.1578947,0,0,0,0,0
436783,5,87,0,0,92,2,3,1.5,0,0,0,0,1
437178,25,54,0,0,80,2,2,1,0,0,0,0,0
437431,31,46,0,0,77,2,2,1,0,0,0,0,1
437675,21,4,0,0,26,2,3,1.5,0,0,0,0,1
437710,24,38,0,0,62,2,3,1.5,0,0,0,0,1
438124,11,58,0,0,69,2,2,1,0,0,0,0,1
439649,4,73,0,0,77,2,2,1,0,0,0,0,1
439988,27,0,0,-1,27,2,2,1,0,0,0,0,1
440025,17,6,0,0,23,2,2,1,0,0,0,0,1
440103,18,5,0,0,23,2,2,1,0,0,0,0,1
440306,3,0,0,-1,4,4,4,1,0,0,0,0,1
440385,21,17,0,0,39,2,3,1.5,0,0,0,0,1
440501,30,3.5,5.968668,1.7053338,93,17,30,1.7647059,0,0,0,0,1
440871,0,0,0,-1,1,7,8,1.1428572,0,0,0,0,1
441008,8,17,0,0,25,2,2,1,0,0,0,0,1
441255,19,16.5,5.7227616,0.34683403,88,5,8,1.6,0,0,0,0,0
441821,21,0,0,-1,23,4,10,2.5,0,0,0,0,1
442006,17,58,0,0,75,2,2,1,0,0,0,0,1
442131,19,6.3333335,8.259674,1.3041592,40,4,6,1.5,0,0,0,0,0
442623,17,24,0,0,42,2,2,1,0,0,0,0,1
443129,4,3,0,0,8,2,4,2,0,0,0,0,0
443220,11,1,1,1,14,3,5,1.6666666,0,0,0,0,1
443287,6,18,0,0,25,2,2,1,0,0,0,0,1
444197,5,0,0,-1,5,2,2,1,0,0,0,0,0
444431,17,3,0,0,20,2,2,1,0,0,0,0,1
444477,0,0,0,-1,0,2,2,1,0,0,0,0,1
444528,8,14,0,0,23,2,5,2.5,0,0,0,0,1
444610,18,0,0,-1,18,2,3,1.5,0,0,0,0,1
444693,1,0,0,-1,2,4,6,1.5,0,0,0,0,1
444755,27,27.5,27.5,1,84,3,3,1,0,0,0,0,1
445026,31,7.5,5.5,0.73333335,47,3,4,1.3333334,0,0,0,0,0
445113,24,0,0,-1,24,2,2,1,0,0,0,0,1
445658,3,0,0,-1,3,2,3,1.5,0,0,0,0,1
445886,25,5,0,0,31,2,2,1,0,0,0,0,1
445959,2,12.5,12.919623,1.0335698,80,7,7,1,0,0,0,0,0
446023,22,9,0,0,32,2,5,2.5,0,0,0,0,1
446154,18,2,0,0,20,2,4,2,0,0,0,0,1
446229,20,0,0,-1,21,2,2,1,0,0,0,0,1
446430,10,29.333334,19.258476,0.65653896,99,4,4,1,0,0,0,0,1
446442,17,2,0,0,20,2,2,1,0,0,0,0,1
446484,10,23,0,0,33,2,4,2,0,0,0,0,1
446624,19,0,0,-1,19,2,4,2,0,0,0,0,1
446733,15,29,0,0,45,2,2,1,0,0,0,0,1
446881,26,0,0,-1,27,2,3,1.5,0,0,0,0,1
447013,6,0,0,-1,7,4,20,5,0,0,0,0,0
447339,25,1.5,1.5,1,29,3,3,1,0,0,0,0,1
447858,8,26.5,26.5,1,62,3,5,1.6666666,0,0,0,0,1
447934,14,3,2,0.6666667,21,3,12,4,1,0.33333334,19080,6360,1
448275,19,0,0,-1,20,2,2,1,0,0,0,0,1
448442,0,0,0,-1,0,2,2,1,0,0,0,0,1
448774,23,14,0,0,38,2,12,6,0,0,0,0,1
448852,21,10,0,0,32,2,2,1,0,0,0,0,1
449045,27,0,0,-1,27,2,2,1,0,0,0,0,1
449155,10,0,0,-1,10,5,9,1.8,0,0,0,0,1
449419,29,0,0,-1,30,4,4,1,0,0,0,0,1
449607,9,40,27,0.675,91,3,4,1.3333334,0,0,0,0,0
449658,29,0,0,-1,29,2,4,2,0,0,0,0,1
449780,10,0,0,-1,10,2,3,1.5,0,0,0,0,0
449806,10,10,0,0,21,2,2,1,0,0,0,0,1
449924,24,16.5,16.5,1,57,3,4,1.3333334,0,0,0,0,1
449996,28,0,0,-1,28,3,3,1,0,0,0,0,1
450150,7,0,0,-1,7,2,4,2,0,0,0,0,1
450154,21,62,0,0,83,2,2,1,0,0,0,0,1
450214,6,10.875,19.309566,1.7755923,95,9,38,4.2222223,0,0,0,0,1
450426,22,0,0,-1,23,4,7,1.75,0,0,0,0,1
450544,1,0,0,-1,1,2,4,2,0,0,0,0,1
450558,25,0,0,-1,25,2,2,1,0,0,0,0,1
450578,18,1,0,0,19,2,2,1,0,0,0,0,0
450721,7,0,0,-1,7,3,3,1,0,0,0,0,0
450873,5,32.5,32.5,1,70,3,5,1.6666666,1,0.33333334,29400,9800,1
451206,28,0,0,-1,28,2,2,1,0,0,0,0,1
451597,21,19,18,0.94736844,60,3,3,1,0,0,0,0,1
451723,10,42,0,0,53,2,2,1,0,0,0,0,1
451804,23,0,0,-1,23,2,2,1,0,0,0,0,1
451916,27,0,0,-1,28,2,3,1.5,0,0,0,0,1
451990,5,0,0,-1,5,2,3,1.5,1,0.5,15840,7920,1
452155,7,75,0,0,82,2,2,1,0,0,0,0,1
452208,9,0,0,-1,11,4,7,1.75,0,0,0,0,1
452433,5,0,0,-1,5,2,6,3,0,0,0,0,1
452550,11,0,0,-1,12,2,2,1,0,0,0,0,1
453366,14,73,0,0,87,2,2,1,0,0,0,0,1
453428,5,0,0,-1,6,3,4,1.3333334,0,0,0,0,1
453797,15,0,0,-1,16,2,2,1,0,0,0,0,1
453925,22,0,0,-1,22,2,2,1,0,0,0,0,1
454249,27,31,31,1,90,3,3,1,0,0,0,0,0
454612,3,0,0,-1,3,2,2,1,0,0,0,0,1
455062,20,0.33333334,0.74535596,2.236068,23,7,11,1.5714285,0,0,0,0,1
455089,21,49,0,0,70,2,2,1,0,0,0,0,1
455169,7,0,0,-1,9,4,5,1.25,0,0,0,0,1
455529,27,0,0,-1,28,2,2,1,0,0,0,0,1
455611,13,10,4,0.4,34,3,3,1,0,0,0,0,1
455879,20,12.5,2.5,0.2,46,3,7,2.3333333,0,0,0,0,1
455919,26,37,0,0,63,2,6,3,0,0,0,0,1
456060,8,0,0,-1,8,2,2,1,0,0,0,0,1
456477,16,6,6.164414,1.0274023,42,5,14,2.8,0,0,0,0,0
456660,22,0,0,-1,22,3,5,1.6666666,0,0,0,0,1
456991,0,0,0,-1,1,2,2,1,0,0,0,0,1
457057,26,0.33333334,0.47140452,1.4142135,27,4,9,2.25,0,0,0,0,1
457087,3,0.5,0.5,1,5,3,3,1,0,0,0,0,0
457749,0,69,0,0,69,2,3,1.5,0,0,0,0,1
458036,16,0,0,-1,17,2,4,2,0,0,0,0,1
458104,5,85,0,0,91,2,18,9,0,0,0,0,0
458270,21,0,0,-1,22,2,6,3,0,0,0,0,1
458530,19,0,0,-1,19,3,4,1.3333334,0,0,0,0,1
459059,17,3,0,0,21,2,2,1,0,0,0,0,1
459116,13,11,0,0,24,2,3,1.5,0,0,0,0,1
459281,20,0,0,-1,21,2,2,1,0,0,0,0,1
459439,1,20,14.719602,0.7359801,63,4,4,1,0,0,0,0,1
459684,31,31.5,24.5,0.7777778,95,3,3,1,0,0,0,0,1
459745,19,51,0,0,71,2,3,1.5,0,0,0,0,1
460054,11,0,0,-1,11,2,3,1.5,0,0,0,0,1
460078,20,2,0,0,25,3,9,3,0,0,0,0,1
460170,8,0.6666667,0.47140452,0.70710677,12,4,10,2.5,1,0.25,335880,83970,1
460375,14,9.5,3.5,0.36842105,34,3,3,1,0,0,0,0,1
460390,2,22.5,16.5,0.73333335,48,3,6,2,0,0,0,0,1
460480,14,0,0,-1,14,2,2,1,0,0,0,0,0
460652,11,16.6,12.862349,0.77484024,97,6,10,1.6666666,0,0,0,0,1
460668,27,0,0,-1,27,2,24,12,1,0.5,277680,138840,1
460696,3,41,0,0,44,2,2,1,0,0,0,0,1
461230,27,34,0,0,61,2,2,1,0,0,0,0,1
461632,30,1,0,0,31,2,4,2,0,0,0,0,1
461904,24,33,0,0,58,2,3,1.5,0,0,0,0,1
461948,1,2,0,0,3,2,2,1,0,0,0,0,1
462096,28,5,5,1,38,3,7,2.3333333,0,0,0,0,1
462284,22,0.5,0.5,1,24,3,3,1,0,0,0,0,1
462664,21,31.5,31.5,1,85,3,3,1,0,0,0,0,1
463298,19,1,0,0,20,2,5,2.5,0,0,0,0,1
463313,26,1.2,1.6,1.3333334,34,6,7,1.1666666,0,0,0,0,1
463398,22,0,0,-1,22,4,9,2.25,0,0,0,0,1
463487,10,83,0,0,94,2,2,1,0,0,0,0,1
463604,10,3,0,0,14,2,4,2,0,0,0,0,1
463767,13,0,0,-1,13,2,2,1,0,0,0,0,1
463801,8,18,12,0.6666667,45,3,3,1,0,0,0,0,1
463993,21,4.4,13.2,3,67,11,24,2.1818182,0,0,0,0,1
464203,23,0,0,-1,23,2,2,1,0,0,0,0,1
464234,11,66,0,0,77,2,5,2.5,0,0,0,0,1
464408,6,0,0,-1,6,2,3,1.5,0,0,0,0,1
464429,29,4.25,4.205651,0.98956496,65,9,11,1.2222222,0,0,0,0,1
464637,23,0,0,-1,23,2,7,3.5,0,0,0,0,1
464767,20,0,0,-1,20,2,2,1,0,0,0,0,1
465023,22,1,0,0,23,2,8,4,0,0,0,0,1
465067,0,0,0,-1,0,2,2,1,0,0,0,0,1
465183,1,0.8,1.8330302,2.291288,12,11,21,1.9090909,0,0,0,0,1
465633,11,87,0,0,99,2,2,1,0,0,0,0,1
465939,5,14,0,0,19,2,2,1,0,0,0,0,1
466017,0,51,0,0,51,2,2,1,0,0,0,0,1
466030,27,27,0,0,54,2,2,1,0,0,0,0,1
466216,15,1,0,0,17,2,4,2,0,0,0,0,1
466238,5,31,27,0.87096775,68,3,3,1,0,0,0,0,0
466301,28,0,0,-1,28,2,3,1.5,0,0,0,0,1
466684,15,0,0,-1,16,2,3,1.5,0,0,0,0,1
467033,23,0,0,-1,23,2,2,1,0,0,0,0,1
467090,19,0,0,-1,19,2,2,1,0,0,0,0,1
467142,13,2.3333333,2.0548046,0.88063055,22,4,4,1,0,0,0,0,1
467249,21,0,0,-1,21,2,3,1.5,0,0,0,0,1
467408,24,1,0,0,25,2,7,3.5,0,0,0,0,1
467725,11,0,0,-1,11,2,4,2,0,0,0,0,1
467900,3,3,0,0,7,2,2,1,0,0,0,0,1
467969,26,3,0,0,30,2,2,1,0,0,0,0,1
468025,31,50,0,0,82,2,2,1,0,0,0,0,1
468031,16,13,0,0,30,2,2,1,0,0,0,0,1
468082,20,0,0,-1,21,2,2,1,0,0,0,0,0
468188,15,5.6666665,4.027682,0.7107674,33,4,12,3,0,0,0,0,1
468528,11,0.2,0.4,2,14,6,14,2.3333333,0,0,0,0,1
468861,22,5,6.3770423,1.2754084,37,4,5,1.25,0,0,0,0,1
469019,3,87,0,0,91,2,32,16,0,0,0,0,0
469026,4,19,0,0,23,2,2,1,0,0,0,0,1
469171,18,0,0,-1,19,5,14,2.8,0,0,0,0,1
469437,21,8,0,0,29,2,2,1,0,0,0,0,1
469760,21,8,0,0,29,2,2,1,0,0,0,0,1
469825,21,0,0,-1,21,2,2,1,0,0,0,0,1
470285,27,0,0,-1,27,4,6,1.5,0,0,0,0,1
470412,19,34,0,0,54,2,2,1,0,0,0,0,1
470520,9,60,0,0,70,2,2,1,0,0,0,0,1
470737,1,20,0,0,22,2,2,1,0,0,0,0,1
470906,28,0,0,-1,29,2,2,1,0,0,0,0,1
470944,22,14,0,0,36,2,2,1,0,0,0,0,1
471164,29,23,32.526913,1.4142135,99,4,6,1.5,0,0,0,0,1
471195,3,4.6666665,5.9066815,1.2657175,18,4,6,1.5,0,0,0,0,1
471222,9,0,0,-1,10,2,5,2.5,0,0,0,0,1
471469,10,0,0,-1,10,2,5,2.5,0,0,0,0,1
471825,24,0.5,0.5,1,26,3,4,1.3333334,0,0,0,0,1
472013,20,0,0,-1,20,2,2,1,0,0,0,0,1
472202,10,0,0,-1,11,3,7,2.3333333,0,0,0,0,1
472234,31,11,0,0,42,2,2,1,0,0,0,0,1
472827,21,0,0,-1,21,5,9,1.8,0,0,0,0,1
472993,4,21.666666,30.641294,1.4142135,69,4,18,4.5,0,0,0,0,1
473091,23,10,0,0,33,2,2,1,0,0,0,0,1
473216,12,3,0,0,15,2,2,1,0,0,0,0,1
473702,4,22,0,0,26,2,4,2,0,0,0,0,1
473792,11,1,0,0,12,2,2,1,0,0,0,0,1
473988,0,4,0,0,5,2,2,1,0,0,0,0,1
474091,25,6,0,0,31,2,4,2,0,0,0,0,1
474429,28,40,0,0,68,2,2,1,0,0,0,0,1
474535,25,19,0,0,44,2,2,1,0,0,0,0,1
474671,1,10,0,0,11,2,3,1.5,0,0,0,0,0
474696,16,3,0,0,19,2,3,1.5,0,0,0,0,0
474860,23,0,0,-1,23,2,2,1,0,0,0,0,1
475034,26,0,0,-1,26,2,2,1,0,0,0,0,1
475479,26,0.1875,0.72618437,3.8729835,32,17,424,24.941177,12,0.7058824,1249080,73475.3,1
475680,6,26,0,0,33,2,2,1,0,0,0,0,1
476067,15,0,0,-1,15,2,2,1,0,0,0,0,0
476071,19,1,1.7320508,1.7320508,25,5,6,1.2,0,0,0,0,1
476098,0,3,3.34664,1.1155467,16,6,12,2,0,0,0,0,1
476172,20,2.5,2.5,1,26,3,3,1,0,0,0,0,1
476577,17,8,0,0,26,2,2,1,0,0,0,0,1
476618,21,0,0,-1,21,2,2,1,0,0,0,0,1
476870,30,13.333333,14.197026,1.064777,71,4,11,2.75,1,0.25,23280,5820,1
477105,14,23.5,23.5,1,61,3,3,1,0,0,0,0,0
477815,21,1,0,0,23,2,6,3,0,0,0,0,1
477930,12,0.33333334,0.47140452,1.4142135,14,4,5,1.25,0,0,0,0,1
